11494,n,Sit,15,"Alex Smith"
11495,n,Sit,15,"Josh McCown"
11496,n,Start,15,"Martellus Bennett"
11497,n,Start,15,"Greg Olsen"
11498,n,Start,15,"Dwayne Allen"
11499,n,Start,15,"Antonio Gates"
11500,n,Start,15,"Alex Smith"
11501,n,Sit,15,"Kyle Rudolph"
11502,n,Sit,15,"Jordan Reed"
11503,n,Sit,15,"Scott Chandler"
11504,n,Sit,15,"Jace Amaro"
11505,n,Sit,15,"Charles Clay"
11506,n,Sit,15,"Zach Ertz"
11507,n,Start,15,"Mark Ingram"
11508,n,Start,15,"Jonas Gray"
11509,n,Start,15,"Eddie Lacy"
11510,n,Start,15,"Justin Forsett"
11511,n,Start,15,"C.J. Anderson"
11512,n,Sit,15,"Charles Clay"
11513,n,Sit,15,"Reggie Bush"
11514,n,Sit,15,"Doug Martin"
11515,n,Sit,15,"Darren McFadden"
11516,n,Sit,15,"Chris Johnson"
11517,n,Sit,15,"Bishop Sankey"
11518,n,Start,15,"Jeremy Maclin"
11519,n,Start,15,"Mike Evans"
11520,n,Start,15,"Alshon Jeffery"
11521,n,Start,15,"Odell Beckham"
11522,n,Start,15,"T.Y. Hilton"
11523,n,Sit,15,"Cordarrelle Patterson"
11524,n,Sit,15,"Wes Welker"
11525,n,Sit,15,"Michael Crabtree"
11526,n,Sit,15,"Dwayne Bowe"
11527,n,Sit,15,"Andre Holmes"
11528,n,Sit,15,"Kenny Britt"
11529,n,Start,16,"Russell Wilson"
11530,n,Start,16,"Matt Ryan"
11531,n,Start,16,"Tony Romo"
11532,n,Start,16,"Ben Roethlisberger"
11533,n,Start,16,"Drew Brees"
11534,n,Sit,16,"Johnny Manziel"
11535,n,Sit,16,"Robert Griffin III"
11536,n,Sit,16,"Geno Smith"
11537,n,Sit,16,"Teddy Bridgewater"
11538,n,Sit,16,"Colin Kaepernick"
11539,n,Sit,16,"Andy Dalton"
11540,n,Start,16,"Coby Fleener"
11541,n,Start,16,"Delanie Walker"
11542,n,Start,16,"Greg Olsen"
11543,n,Start,16,"Antonio Gates"
11544,n,Start,16,"Alex Smith"
11545,n,Sit,16,"Scott Chandler"
11546,n,Sit,16,"Jermaine Gresham"
11547,n,Sit,16,"Zach Ertz"
11548,n,Sit,16,"Jordan Cameron"
11549,n,Sit,16,"Jared Cook"
11550,n,Sit,16,"Heath Miller"
11551,n,Start,16,"Jonas Gray"
11552,n,Start,16,"Justin Forsett"
11553,n,Start,16,"Mark Ingram"
11554,n,Start,16,"C.J. Anderson"
11555,n,Start,16,"Eddie Lacy"
11556,n,Sit,16,"Charles Clay"
11557,n,Sit,16,"Reggie Bush"
11558,n,Sit,16,"Chris Johnson"
11559,n,Sit,16,"Darren McFadden"
11560,n,Sit,16,"C.J. Spiller"
11561,n,Sit,16,"Bishop Sankey"
11562,n,Start,16,"Jeremy Maclin"
11563,n,Start,16,"Randall Cobb"
11564,n,Start,16,"Mike Evans"
11565,n,Start,16,"Julio Jones"
11566,n,Start,16,"Odell Beckham"
11567,n,Sit,16,"Cordarrelle Patterson"
11568,n,Sit,16,"Wes Welker"
11569,n,Sit,16,"Dwayne Bowe"
11570,n,Sit,16,"Rueben Randle"
11571,n,Sit,16,"Doug Baldwin"
11572,n,Sit,16,"Josh Gordon"
11573,n,Start,17,"Eli Manning"
11574,n,Start,17,"Tony Romo"
11575,n,Start,17,"Russell Wilson"
11576,n,Start,17,"Ben Roethlisberger"
11577,n,Start,17,"Drew Brees"
11578,n,Sit,17,"Robert Griffin III"
11579,n,Sit,17,"Geno Smith"
11580,n,Sit,17,"Matthew Stafford"
11581,n,Sit,17,"Teddy Bridgewater"
11582,n,Sit,17,"Andy Dalton"
11583,n,Sit,17,"Josh McCown"
11584,n,Start,17,"Coby Fleener"
11585,n,Start,17,"Martellus Bennett"
11586,n,Start,17,"Greg Olsen"
11587,n,Start,17,"Delanie Walker"
11588,n,Start,17,"Antonio Gates"
11589,n,Sit,17,"Scott Chandler"
11590,n,Sit,17,"Jace Amaro"
11591,n,Sit,17,"Jordan Reed"
11592,n,Sit,17,"Jared Cook"
11593,n,Sit,17,"Jermaine Gresham"
11594,n,Sit,17,"Zach Ertz"
11595,n,Start,17,"Jeremy Hill"
11596,n,Start,17,"Justin Forsett"
11597,n,Start,17,"Ronnie Hillman"
11598,n,Start,17,"Eddie Lacy"
11599,n,Start,17,"C.J. Anderson"
11600,n,Sit,17,"C.J. Spiller"
11601,n,Sit,17,"Chris Johnson"
11602,n,Sit,17,"Darren McFadden"
11603,n,Sit,17,"Reggie Bush"
11604,n,Sit,17,"Charles Clay"
11605,n,Sit,17,"Zac Stacy"
11606,n,Start,17,"Alshon Jeffery"
11607,n,Start,17,"Mike Evans"
11608,n,Start,17,"Emmanuel Sanders"
11609,n,Start,17,"Julio Jones"
11610,n,Start,17,"Odell Beckham"
11611,n,Sit,17,"Dwayne Bowe"
11612,n,Sit,17,"Kenny Britt"
11613,n,Sit,17,"Wes Welker"
11614,n,Sit,17,"Andre Holmes"
11615,n,Sit,17,"Larry Fitzgerald"
11616,n,Sit,17,"Michael Crabtree"
